category,package,group,texture_id,role,family,state_index,embedded_index,width,height,anchor_x,anchor_y,mapping_method,coverage,boundary,match_rmse,source_png,replacement_path
outgame_navigator,0x00806795,b2,0x00806795/b2/00010,face_eyes,face_eyes,3,10,148,72,212,216,alpha_gap_rectangle,1.0,1.0,,packages\0x00806795\png\b2_00010_148x72_bc7.png,outgame_navigator\0x00806795\b2\b2_00010_148x72_bc7.png
outgame_navigator,0x00806795,b2,0x00806795/b2/00011,face_eyes,face_eyes,4,11,148,72,212,216,alpha_gap_rectangle,1.0,1.0,,packages\0x00806795\png\b2_00011_148x72_bc7.png,outgame_navigator\0x00806795\b2\b2_00011_148x72_bc7.png
outgame_navigator,0x00806795,b2,0x00806795/b2/00012,face_eyes,face_eyes,5,12,148,72,212,216,alpha_gap_rectangle,1.0,1.0,,packages\0x00806795\png\b2_00012_148x72_bc7.png,outgame_navigator\0x00806795\b2\b2_00012_148x72_bc7.png
outgame_navigator,0x00806795,c1,0x00806795/c1/00000,body,body,0,0,872,960,0,0,canvas,,,,packages\0x00806795\png\c1_00000_872x960_bc7.png,outgame_navigator\0x00806795\c1\c1_00000_872x960_bc7.png
outgame_navigator,0x00806795,c1,0x00806795/c1/00001,mouth,mouth,0,1,24,28,176,255,alpha_gap_rectangle,1.0,1.0,,packages\0x00806795\png\c1_00001_24x28_bc7.png,outgame_navigator\0x00806795\c1\c1_00001_24x28_bc7.png
outgame_navigator,0x00806795,c1,0x00806795/c1/00002,mouth,mouth,1,2,24,28,176,255,alpha_gap_rectangle,1.0,1.0,,packages\0x00806795\png\c1_00002_24x28_bc7.png,outgame_navigator\0x00806795\c1\c1_00002_24x28_bc7.png
outgame_navigator,0x00806795,c1,0x00806795/c1/00003,mouth,mouth,2,3,24,28,176,255,alpha_gap_rectangle,1.0,1.0,,packages\0x00806795\png\c1_00003_24x28_bc7.png,outgame_navigator\0x00806795\c1\c1_00003_24x28_bc7.png
outgame_navigator,0x00806795,c1,0x00806795/c1/00004,face_eyes,face_eyes,0,4,108,68,158,176,alpha_gap_rectangle,1.0,1.0,,packages\0x00806795\png\c1_00004_108x68_bc7.png,outgame_navigator\0x00806795\c1\c1_00004_108x68_bc7.png
outgame_navigator,0x00806795,c1,0x00806795/c1/00005,face_eyes,face_eyes,1,5,108,68,158,176,alpha_gap_rectangle,1.0,1.0,,packages\0x00806795\png\c1_00005_108x68_bc7.png,outgame_navigator\0x00806795\c1\c1_00005_108x68_bc7.png
outgame_navigator,0x00806795,c1,0x00806795/c1/00006,face_eyes,face_eyes,2,6,108,68,158,176,alpha_gap_rectangle,1.0,1.0,,packages\0x00806795\png\c1_00006_108x68_bc7.png,outgame_navigator\0x00806795\c1\c1_00006_108x68_bc7.png
ingame_navigator,0x00C36166,a1,0x00C36166/a1/00000,body,body,0,0,260,180,0,0,canvas,,,,packages\0x00C36166\png\a1_00000_260x180_bc7.png,ingame_navigator\0x00C36166\a1\a1_00000_260x180_bc7.png
ingame_navigator,0x00C36166,a1,0x00C36166/a1/00001,mouth,mouth,0,1,32,32,114,111,alpha_gap_rectangle,1.0,1.0,,packages\0x00C36166\png\a1_00001_32x32_bc7.png,ingame_navigator\0x00C36166\a1\a1_00001_32x32_bc7.png
ingame_navigator,0x00C36166,a1,0x00C36166/a1/00002,mouth,mouth,1,2,32,32,114,111,alpha_gap_rectangle,1.0,1.0,,packages\0x00C36166\png\a1_00002_32x32_bc7.png,ingame_navigator\0x00C36166\a1\a1_00002_32x32_bc7.png
ingame_navigator,0x00C36166,a1,0x00C36166/a1/00003,mouth,mouth,2,3,32,32,114,111,alpha_gap_rectangle,1.0,1.0,,packages\0x00C36166\png\a1_00003_32x32_bc7.png,ingame_navigator\0x00C36166\a1\a1_00003_32x32_bc7.png
ingame_navigator,0x00C36166,a1,0x00C36166/a1/00004,mouth,mouth,3,4,32,32,114,111,alpha_gap_rectangle,1.0,1.0,,packages\0x00C36166\png\a1_00004_32x32_bc7.png,ingame_navigator\0x00C36166\a1\a1_00004_32x32_bc7.png
ingame_navigator,0x00C36166,a1,0x00C36166/a1/00005,mouth,mouth,4,5,32,32,114,111,alpha_gap_rectangle,1.0,1.0,,packages\0x00C36166\png\a1_00005_32x32_bc7.png,ingame_navigator\0x00C36166\a1\a1_00005_32x32_bc7.png
ingame_navigator,0x00C36166,a1,0x00C36166/a1/00006,mouth,mouth,5,6,32,32,114,111,alpha_gap_rectangle,1.0,1.0,,packages\0x00C36166\png\a1_00006_32x32_bc7.png,ingame_navigator\0x00C36166\a1\a1_00006_32x32_bc7.png
ingame_navigator,0x00C36166,a1,0x00C36166/a1/00007,mouth,mouth,6,7,32,32,114,111,alpha_gap_rectangle,1.0,1.0,,packages\0x00C36166\png\a1_00007_32x32_bc7.png,ingame_navigator\0x00C36166\a1\a1_00007_32x32_bc7.png
ingame_navigator,0x00C36166,a1,0x00C36166/a1/00008,mouth,mouth,7,8,32,32,114,111,alpha_gap_rectangle,1.0,1.0,,packages\0x00C36166\png\a1_00008_32x32_bc7.png,ingame_navigator\0x00C36166\a1\a1_00008_32x32_bc7.png
ingame_navigator,0x00C36166,a1,0x00C36166/a1/00009,mouth,mouth,8,9,32,32,114,111,alpha_gap_rectangle,1.0,1.0,,packages\0x00C36166\png\a1_00009_32x32_bc7.png,ingame_navigator\0x00C36166\a1\a1_00009_32x32_bc7.png
ingame_navigator,0x00C36166,a1,0x00C36166/a1/00010,mouth,mouth,9,10,32,32,114,111,alpha_gap_rectangle,1.0,1.0,,packages\0x00C36166\png\a1_00010_32x32_bc7.png,ingame_navigator\0x00C36166\a1\a1_00010_32x32_bc7.png
ingame_navigator,0x00C36166,a1,0x00C36166/a1/00011,mouth,mouth,10,11,32,32,114,111,alpha_gap_rectangle,1.0,1.0,,packages\0x00C36166\png\a1_00011_32x32_bc7.png,ingame_navigator\0x00C36166\a1\a1_00011_32x32_bc7.png
ingame_navigator,0x00C36166,a1,0x00C36166/a1/00012,mouth,mouth,11,12,32,32,114,111,alpha_gap_rectangle,1.0,1.0,,packages\0x00C36166\png\a1_00012_32x32_bc7.png,ingame_navigator\0x00C36166\a1\a1_00012_32x32_bc7.png
ingame_navigator,0x00C36166,a1,0x00C36166/a1/00013,face_eyes,face_eyes,0,13,104,40,80,62,alpha_gap_rectangle,1.0,1.0,,packages\0x00C36166\png\a1_00013_104x40_bc7.png,ingame_navigator\0x00C36166\a1\a1_00013_104x40_bc7.png
ingame_navigator,0x00C36166,a1,0x00C36166/a1/00014,face_eyes,face_eyes,1,14,104,40,80,62,alpha_gap_rectangle,1.0,1.0,,packages\0x00C36166\png\a1_00014_104x40_bc7.png,ingame_navigator\0x00C36166\a1\a1_00014_104x40_bc7.png
ingame_navigator,0x00C36166,a1,0x00C36166/a1/00015,face_eyes,face_eyes,2,15,104,40,80,62,alpha_gap_rectangle,1.0,1.0,,packages\0x00C36166\png\a1_00015_104x40_bc7.png,ingame_navigator\0x00C36166\a1\a1_00015_104x40_bc7.png
ingame_navigator,0x00C36166,a1,0x00C36166/a1/00016,face_eyes,face_eyes,3,16,104,40,80,62,alpha_gap_rectangle,1.0,1.0,,packages\0x00C36166\png\a1_00016_104x40_bc7.png,ingame_navigator\0x00C36166\a1\a1_00016_104x40_bc7.png
ingame_navigator,0x00C36166,a1,0x00C36166/a1/00017,face_eyes,face_eyes,4,17,104,40,80,62,alpha_gap_rectangle,1.0,1.0,,packages\0x00C36166\png\a1_00017_104x40_bc7.png,ingame_navigator\0x00C36166\a1\a1_00017_104x40_bc7.png
ingame_navigator,0x00C36166,a1,0x00C36166/a1/00018,face_eyes,face_eyes,5,18,104,40,80,62,alpha_gap_rectangle,1.0,1.0,,packages\0x00C36166\png\a1_00018_104x40_bc7.png,ingame_navigator\0x00C36166\a1\a1_00018_104x40_bc7.png
ingame_navigator,0x00C36166,a1,0x00C36166/a1/00019,face_eyes,face_eyes,6,19,104,40,80,62,alpha_gap_rectangle,1.0,1.0,,packages\0x00C36166\png\a1_00019_104x40_bc7.png,ingame_navigator\0x00C36166\a1\a1_00019_104x40_bc7.png
ingame_navigator,0x00C36166,a1,0x00C36166/a1/00020,face_eyes,face_eyes,7,20,104,40,80,62,alpha_gap_rectangle,1.0,1.0,,packages\0x00C36166\png\a1_00020_104x40_bc7.png,ingame_navigator\0x00C36166\a1\a1_00020_104x40_bc7.png
ingame_navigator,0x00C36166,a1,0x00C36166/a1/00021,face_eyes,face_eyes,8,21,104,40,80,62,alpha_gap_rectangle,1.0,1.0,,packages\0x00C36166\png\a1_00021_104x40_bc7.png,ingame_navigator\0x00C36166\a1\a1_00021_104x40_bc7.png
ingame_navigator,0x00C36166,a1,0x00C36166/a1/00022,face_eyes,face_eyes,9,22,104,40,80,62,alpha_gap_rectangle,1.0,1.0,,packages\0x00C36166\png\a1_00022_104x40_bc7.png,ingame_navigator\0x00C36166\a1\a1_00022_104x40_bc7.png
ingame_navigator,0x00C36166,a1,0x00C36166/a1/00023,face_eyes,face_eyes,10,23,104,40,80,62,alpha_gap_rectangle,1.0,1.0,,packages\0x00C36166\png\a1_00023_104x40_bc7.png,ingame_navigator\0x00C36166\a1\a1_00023_104x40_bc7.png
ingame_navigator,0x00C36166,a1,0x00C36166/a1/00024,face_eyes,face_eyes,11,24,104,40,80,62,alpha_gap_rectangle,1.0,1.0,,packages\0x00C36166\png\a1_00024_104x40_bc7.png,ingame_navigator\0x00C36166\a1\a1_00024_104x40_bc7.png
outgame_navigator,0x022924F0,a1,0x022924F0/a1/00000,body,body,0,0,872,960,0,0,canvas,,,,packages\0x022924F0\png\a1_00000_872x960_bc7.png,outgame_navigator\0x022924F0\a1\a1_00000_872x960_bc7.png
outgame_navigator,0x022924F0,a1,0x022924F0/a1/00001,mouth,mouth,0,1,48,40,236,304,alpha_gap_rectangle,1.0,1.0,,packages\0x022924F0\png\a1_00001_48x40_bc7.png,outgame_navigator\0x022924F0\a1\a1_00001_48x40_bc7.png
outgame_navigator,0x022924F0,a1,0x022924F0/a1/00002,mouth,mouth,1,2,48,40,236,304,alpha_gap_rectangle,1.0,1.0,,packages\0x022924F0\png\a1_00002_48x40_bc7.png,outgame_navigator\0x022924F0\a1\a1_00002_48x40_bc7.png
