category,package,group,status,body_texture_id,body_png,body_width,body_height,overlay_family_count,overlay_texture_count,preview,composition,notes
outgame_navigator,0x0544E0E9,g09,mapped,0x0544E0E9/g09/00000,packages\0x0544E0E9\png\g09_00000_872x960_bc7.png,872,960,2,4,previews\outgame_navigator\0x0544E0E9_g09.png,projects\outgame_navigator\0x0544E0E9\g09\composition.json,
outgame_navigator,0x0544E0E9,g10,mapped,0x0544E0E9/g10/00000,packages\0x0544E0E9\png\g10_00000_872x960_bc7.png,872,960,2,10,previews\outgame_navigator\0x0544E0E9_g10.png,projects\outgame_navigator\0x0544E0E9\g10\composition.json,
combat_portrait,0x05657785,g00,mapped,0x05657785/g00/00001,packages\0x05657785\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x05657785_g00.png,projects\combat_portrait\0x05657785\g00\composition.json,
outgame_navigator,0x0593882D,g00,mapped,0x0593882D/g00/00000,packages\0x0593882D\png\g00_00000_872x960_bc7.png,872,960,2,24,previews\outgame_navigator\0x0593882D_g00.png,projects\outgame_navigator\0x0593882D\g00\composition.json,
outgame_navigator,0x0593882D,g01,mapped,0x0593882D/g01/00000,packages\0x0593882D\png\g01_00000_872x960_bc7.png,872,960,2,24,previews\outgame_navigator\0x0593882D_g01.png,projects\outgame_navigator\0x0593882D\g01\composition.json,
outgame_navigator,0x0593882D,g02,mapped,0x0593882D/g02/00000,packages\0x0593882D\png\g02_00000_872x960_bc7.png,872,960,2,24,previews\outgame_navigator\0x0593882D_g02.png,projects\outgame_navigator\0x0593882D\g02\composition.json,
outgame_navigator,0x0593882D,g03,mapped,0x0593882D/g03/00000,packages\0x0593882D\png\g03_00000_872x960_bc7.png,872,960,2,24,previews\outgame_navigator\0x0593882D_g03.png,projects\outgame_navigator\0x0593882D\g03\composition.json,
outgame_navigator,0x0593882D,g04,mapped,0x0593882D/g04/00000,packages\0x0593882D\png\g04_00000_872x960_bc7.png,872,960,2,24,previews\outgame_navigator\0x0593882D_g04.png,projects\outgame_navigator\0x0593882D\g04\composition.json,
outgame_navigator,0x0593882D,g05,mapped,0x0593882D/g05/00000,packages\0x0593882D\png\g05_00000_872x960_bc7.png,872,960,2,21,previews\outgame_navigator\0x0593882D_g05.png,projects\outgame_navigator\0x0593882D\g05\composition.json,
outgame_navigator,0x0593882D,g06,mapped,0x0593882D/g06/00000,packages\0x0593882D\png\g06_00000_872x960_bc7.png,872,960,2,21,previews\outgame_navigator\0x0593882D_g06.png,projects\outgame_navigator\0x0593882D\g06\composition.json,
outgame_navigator,0x0593882D,g07,mapped,0x0593882D/g07/00000,packages\0x0593882D\png\g07_00000_872x960_bc7.png,872,960,2,7,previews\outgame_navigator\0x0593882D_g07.png,projects\outgame_navigator\0x0593882D\g07\composition.json,
outgame_navigator,0x0593882D,g08,mapped,0x0593882D/g08/00000,packages\0x0593882D\png\g08_00000_872x960_bc7.png,872,960,2,6,previews\outgame_navigator\0x0593882D_g08.png,projects\outgame_navigator\0x0593882D\g08\composition.json,
outgame_navigator,0x0593882D,g09,mapped,0x0593882D/g09/00000,packages\0x0593882D\png\g09_00000_872x960_bc7.png,872,960,2,6,previews\outgame_navigator\0x0593882D_g09.png,projects\outgame_navigator\0x0593882D\g09\composition.json,
outgame_navigator,0x060D23A5,g00,mapped,0x060D23A5/g00/00000,packages\0x060D23A5\png\g00_00000_872x960_bc7.png,872,960,2,36,previews\outgame_navigator\0x060D23A5_g00.png,projects\outgame_navigator\0x060D23A5\g00\composition.json,
outgame_navigator,0x060D23A5,g01,mapped,0x060D23A5/g01/00000,packages\0x060D23A5\png\g01_00000_872x960_bc7.png,872,960,2,36,previews\outgame_navigator\0x060D23A5_g01.png,projects\outgame_navigator\0x060D23A5\g01\composition.json,
outgame_navigator,0x060D23A5,g02,mapped,0x060D23A5/g02/00000,packages\0x060D23A5\png\g02_00000_872x960_bc7.png,872,960,2,36,previews\outgame_navigator\0x060D23A5_g02.png,projects\outgame_navigator\0x060D23A5\g02\composition.json,
outgame_navigator,0x060D23A5,g03,mapped,0x060D23A5/g03/00000,packages\0x060D23A5\png\g03_00000_872x960_bc7.png,872,960,2,24,previews\outgame_navigator\0x060D23A5_g03.png,projects\outgame_navigator\0x060D23A5\g03\composition.json,
outgame_navigator,0x060D23A5,g04,mapped,0x060D23A5/g04/00000,packages\0x060D23A5\png\g04_00000_872x960_bc7.png,872,960,2,24,previews\outgame_navigator\0x060D23A5_g04.png,projects\outgame_navigator\0x060D23A5\g04\composition.json,
outgame_navigator,0x060D23A5,g05,mapped,0x060D23A5/g05/00000,packages\0x060D23A5\png\g05_00000_872x960_bc7.png,872,960,2,18,previews\outgame_navigator\0x060D23A5_g05.png,projects\outgame_navigator\0x060D23A5\g05\composition.json,
outgame_navigator,0x060D23A5,g06,mapped,0x060D23A5/g06/00000,packages\0x060D23A5\png\g06_00000_872x960_bc7.png,872,960,2,18,previews\outgame_navigator\0x060D23A5_g06.png,projects\outgame_navigator\0x060D23A5\g06\composition.json,
outgame_navigator,0x060D23A5,g07,mapped,0x060D23A5/g07/00000,packages\0x060D23A5\png\g07_00000_872x960_bc7.png,872,960,2,18,previews\outgame_navigator\0x060D23A5_g07.png,projects\outgame_navigator\0x060D23A5\g07\composition.json,
outgame_navigator,0x060D23A5,g08,mapped,0x060D23A5/g08/00000,packages\0x060D23A5\png\g08_00000_872x960_bc7.png,872,960,2,18,previews\outgame_navigator\0x060D23A5_g08.png,projects\outgame_navigator\0x060D23A5\g08\composition.json,
outgame_navigator,0x060D23A5,g09,mapped,0x060D23A5/g09/00000,packages\0x060D23A5\png\g09_00000_872x960_bc7.png,872,960,2,18,previews\outgame_navigator\0x060D23A5_g09.png,projects\outgame_navigator\0x060D23A5\g09\composition.json,
outgame_navigator,0x060D23A5,g10,mapped,0x060D23A5/g10/00000,packages\0x060D23A5\png\g10_00000_872x960_bc7.png,872,960,2,18,previews\outgame_navigator\0x060D23A5_g10.png,projects\outgame_navigator\0x060D23A5\g10\composition.json,
combat_portrait,0x06C1EE18,g00,mapped,0x06C1EE18/g00/00001,packages\0x06C1EE18\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x06C1EE18_g00.png,projects\combat_portrait\0x06C1EE18\g00\composition.json,
combat_portrait,0x06CF083A,g00,mapped,0x06CF083A/g00/00001,packages\0x06CF083A\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x06CF083A_g00.png,projects\combat_portrait\0x06CF083A\g00\composition.json,
combat_portrait,0x06FE82AA,g00,mapped,0x06FE82AA/g00/00001,packages\0x06FE82AA\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x06FE82AA_g00.png,projects\combat_portrait\0x06FE82AA\g00\composition.json,
outgame_navigator,0x07644952,g00,mapped,0x07644952/g00/00000,packages\0x07644952\png\g00_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x07644952_g00.png,projects\outgame_navigator\0x07644952\g00\composition.json,
outgame_navigator,0x07644952,g01,mapped,0x07644952/g01/00000,packages\0x07644952\png\g01_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x07644952_g01.png,projects\outgame_navigator\0x07644952\g01\composition.json,
outgame_navigator,0x07644952,g02,mapped_with_warning,0x07644952/g02/00000,packages\0x07644952\png\g02_00000_872x960_bc7.png,872,960,1,6,previews\outgame_navigator\0x07644952_g02.png,projects\outgame_navigator\0x07644952\g02\composition.json,unmapped overlay family 152x64
outgame_navigator,0x07644952,g03,mapped_with_warning,0x07644952/g03/00000,packages\0x07644952\png\g03_00000_872x960_bc7.png,872,960,1,6,previews\outgame_navigator\0x07644952_g03.png,projects\outgame_navigator\0x07644952\g03\composition.json,unmapped overlay family 152x64
combat_portrait,0x07DFEC81,g00,mapped,0x07DFEC81/g00/00001,packages\0x07DFEC81\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x07DFEC81_g00.png,projects\combat_portrait\0x07DFEC81\g00\composition.json,
combat_portrait,0x07EB9B09,g00,mapped,0x07EB9B09/g00/00001,packages\0x07EB9B09\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x07EB9B09_g00.png,projects\combat_portrait\0x07EB9B09\g00\composition.json,
ingame_navigator,0x081E20B7,g00,mapped,0x081E20B7/g00/00000,packages\0x081E20B7\png\g00_00000_260x180_bc7.png,260,180,2,12,previews\ingame_navigator\0x081E20B7_g00.png,projects\ingame_navigator\0x081E20B7\g00\composition.json,
outgame_navigator,0x083E3C50,g00,mapped,0x083E3C50/g00/00000,packages\0x083E3C50\png\g00_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x083E3C50_g00.png,projects\outgame_navigator\0x083E3C50\g00\composition.json,
outgame_navigator,0x083E3C50,g01,mapped,0x083E3C50/g01/00000,packages\0x083E3C50\png\g01_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x083E3C50_g01.png,projects\outgame_navigator\0x083E3C50\g01\composition.json,
outgame_navigator,0x083E3C50,g02,mapped,0x083E3C50/g02/00000,packages\0x083E3C50\png\g02_00000_872x960_bc7.png,872,960,2,18,previews\outgame_navigator\0x083E3C50_g02.png,projects\outgame_navigator\0x083E3C50\g02\composition.json,
outgame_navigator,0x083E3C50,g03,mapped,0x083E3C50/g03/00000,packages\0x083E3C50\png\g03_00000_872x960_bc7.png,872,960,2,18,previews\outgame_navigator\0x083E3C50_g03.png,projects\outgame_navigator\0x083E3C50\g03\composition.json,
outgame_navigator,0x083E3C50,g04,mapped,0x083E3C50/g04/00000,packages\0x083E3C50\png\g04_00000_872x960_bc7.png,872,960,2,18,previews\outgame_navigator\0x083E3C50_g04.png,projects\outgame_navigator\0x083E3C50\g04\composition.json,
combat_portrait,0x0AC461DE,g00,mapped,0x0AC461DE/g00/00001,packages\0x0AC461DE\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x0AC461DE_g00.png,projects\combat_portrait\0x0AC461DE\g00\composition.json,
combat_portrait,0x0ACA87FC,g00,mapped,0x0ACA87FC/g00/00001,packages\0x0ACA87FC\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x0ACA87FC_g00.png,projects\combat_portrait\0x0ACA87FC\g00\composition.json,
combat_portrait,0x0ADCA496,g00,mapped,0x0ADCA496/g00/00001,packages\0x0ADCA496\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x0ADCA496_g00.png,projects\combat_portrait\0x0ADCA496\g00\composition.json,
outgame_navigator,0x0C0E3C6E,g00,mapped,0x0C0E3C6E/g00/00000,packages\0x0C0E3C6E\png\g00_00000_872x960_bc7.png,872,960,2,18,previews\outgame_navigator\0x0C0E3C6E_g00.png,projects\outgame_navigator\0x0C0E3C6E\g00\composition.json,
outgame_navigator,0x0C0E3C6E,g01,mapped,0x0C0E3C6E/g01/00000,packages\0x0C0E3C6E\png\g01_00000_872x960_bc7.png,872,960,2,18,previews\outgame_navigator\0x0C0E3C6E_g01.png,projects\outgame_navigator\0x0C0E3C6E\g01\composition.json,
outgame_navigator,0x0C0E3C6E,g02,mapped,0x0C0E3C6E/g02/00000,packages\0x0C0E3C6E\png\g02_00000_872x960_bc7.png,872,960,2,24,previews\outgame_navigator\0x0C0E3C6E_g02.png,projects\outgame_navigator\0x0C0E3C6E\g02\composition.json,
outgame_navigator,0x0C0E3C6E,g03,mapped,0x0C0E3C6E/g03/00000,packages\0x0C0E3C6E\png\g03_00000_872x960_bc7.png,872,960,2,24,previews\outgame_navigator\0x0C0E3C6E_g03.png,projects\outgame_navigator\0x0C0E3C6E\g03\composition.json,
outgame_navigator,0x0C0E3C6E,g04,mapped,0x0C0E3C6E/g04/00000,packages\0x0C0E3C6E\png\g04_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x0C0E3C6E_g04.png,projects\outgame_navigator\0x0C0E3C6E\g04\composition.json,
outgame_navigator,0x0C0E3C6E,g05,mapped,0x0C0E3C6E/g05/00000,packages\0x0C0E3C6E\png\g05_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x0C0E3C6E_g05.png,projects\outgame_navigator\0x0C0E3C6E\g05\composition.json,
outgame_navigator,0x0C0E3C6E,g06,mapped,0x0C0E3C6E/g06/00000,packages\0x0C0E3C6E\png\g06_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x0C0E3C6E_g06.png,projects\outgame_navigator\0x0C0E3C6E\g06\composition.json,
outgame_navigator,0x0C0E3C6E,g07,mapped,0x0C0E3C6E/g07/00000,packages\0x0C0E3C6E\png\g07_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x0C0E3C6E_g07.png,projects\outgame_navigator\0x0C0E3C6E\g07\composition.json,
outgame_navigator,0x0CF2ACC2,g00,mapped,0x0CF2ACC2/g00/00000,packages\0x0CF2ACC2\png\g00_00000_872x960_bc7.png,872,960,2,36,previews\outgame_navigator\0x0CF2ACC2_g00.png,projects\outgame_navigator\0x0CF2ACC2\g00\composition.json,
outgame_navigator,0x0CF2ACC2,g01,mapped,0x0CF2ACC2/g01/00000,packages\0x0CF2ACC2\png\g01_00000_872x960_bc7.png,872,960,2,36,previews\outgame_navigator\0x0CF2ACC2_g01.png,projects\outgame_navigator\0x0CF2ACC2\g01\composition.json,
outgame_navigator,0x0CF2ACC2,g02,mapped,0x0CF2ACC2/g02/00000,packages\0x0CF2ACC2\png\g02_00000_872x960_bc7.png,872,960,2,17,previews\outgame_navigator\0x0CF2ACC2_g02.png,projects\outgame_navigator\0x0CF2ACC2\g02\composition.json,
outgame_navigator,0x0CF2ACC2,g03,mapped,0x0CF2ACC2/g03/00000,packages\0x0CF2ACC2\png\g03_00000_872x960_bc7.png,872,960,2,17,previews\outgame_navigator\0x0CF2ACC2_g03.png,projects\outgame_navigator\0x0CF2ACC2\g03\composition.json,
outgame_navigator,0x0CF2ACC2,g04,mapped,0x0CF2ACC2/g04/00000,packages\0x0CF2ACC2\png\g04_00000_872x960_bc7.png,872,960,2,17,previews\outgame_navigator\0x0CF2ACC2_g04.png,projects\outgame_navigator\0x0CF2ACC2\g04\composition.json,
outgame_navigator,0x0CF2ACC2,g05,mapped,0x0CF2ACC2/g05/00000,packages\0x0CF2ACC2\png\g05_00000_872x960_bc7.png,872,960,2,17,previews\outgame_navigator\0x0CF2ACC2_g05.png,projects\outgame_navigator\0x0CF2ACC2\g05\composition.json,
outgame_navigator,0x0CF2ACC2,g06,mapped,0x0CF2ACC2/g06/00000,packages\0x0CF2ACC2\png\g06_00000_872x960_bc7.png,872,960,2,35,previews\outgame_navigator\0x0CF2ACC2_g06.png,projects\outgame_navigator\0x0CF2ACC2\g06\composition.json,
outgame_navigator,0x0CF2ACC2,g07,mapped,0x0CF2ACC2/g07/00000,packages\0x0CF2ACC2\png\g07_00000_872x960_bc7.png,872,960,2,35,previews\outgame_navigator\0x0CF2ACC2_g07.png,projects\outgame_navigator\0x0CF2ACC2\g07\composition.json,
outgame_navigator,0x0CF2ACC2,g08,mapped,0x0CF2ACC2/g08/00000,packages\0x0CF2ACC2\png\g08_00000_872x960_bc7.png,872,960,2,13,previews\outgame_navigator\0x0CF2ACC2_g08.png,projects\outgame_navigator\0x0CF2ACC2\g08\composition.json,
outgame_navigator,0x0CF2ACC2,g09,mapped,0x0CF2ACC2/g09/00000,packages\0x0CF2ACC2\png\g09_00000_872x960_bc7.png,872,960,2,4,previews\outgame_navigator\0x0CF2ACC2_g09.png,projects\outgame_navigator\0x0CF2ACC2\g09\composition.json,
outgame_navigator,0x0CF2ACC2,g10,mapped,0x0CF2ACC2/g10/00000,packages\0x0CF2ACC2\png\g10_00000_872x960_bc7.png,872,960,2,10,previews\outgame_navigator\0x0CF2ACC2_g10.png,projects\outgame_navigator\0x0CF2ACC2\g10\composition.json,
combat_portrait,0x0D830B14,g00,mapped,0x0D830B14/g00/00001,packages\0x0D830B14\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x0D830B14_g00.png,projects\combat_portrait\0x0D830B14\g00\composition.json,
outgame_navigator,0x0DB11C6B,g00,mapped,0x0DB11C6B/g00/00000,packages\0x0DB11C6B\png\g00_00000_872x960_bc7.png,872,960,2,22,previews\outgame_navigator\0x0DB11C6B_g00.png,projects\outgame_navigator\0x0DB11C6B\g00\composition.json,
outgame_navigator,0x0DB11C6B,g01,mapped,0x0DB11C6B/g01/00000,packages\0x0DB11C6B\png\g01_00000_872x960_bc7.png,872,960,2,22,previews\outgame_navigator\0x0DB11C6B_g01.png,projects\outgame_navigator\0x0DB11C6B\g01\composition.json,
outgame_navigator,0x0DB11C6B,g02,mapped,0x0DB11C6B/g02/00000,packages\0x0DB11C6B\png\g02_00000_872x960_bc7.png,872,960,2,22,previews\outgame_navigator\0x0DB11C6B_g02.png,projects\outgame_navigator\0x0DB11C6B\g02\composition.json,
outgame_navigator,0x0DB11C6B,g03,mapped,0x0DB11C6B/g03/00000,packages\0x0DB11C6B\png\g03_00000_872x960_bc7.png,872,960,2,20,previews\outgame_navigator\0x0DB11C6B_g03.png,projects\outgame_navigator\0x0DB11C6B\g03\composition.json,
outgame_navigator,0x0DB11C6B,g04,mapped,0x0DB11C6B/g04/00000,packages\0x0DB11C6B\png\g04_00000_872x960_bc7.png,872,960,2,20,previews\outgame_navigator\0x0DB11C6B_g04.png,projects\outgame_navigator\0x0DB11C6B\g04\composition.json,
