category,package,group,status,body_texture_id,body_png,body_width,body_height,overlay_family_count,overlay_texture_count,preview,composition,notes
outgame_navigator,0x036A9459,c1,mapped,0x036A9459/c1/00000,packages\outgame_navigator\0x036A9459\png\c1_00000_872x960_bc7.png,872,960,2,6,previews\outgame_navigator\0x036A9459_c1.png,projects\outgame_navigator\0x036A9459\c1\composition.json,
outgame_navigator,0x036A9459,d1,mapped,0x036A9459/d1/00000,packages\outgame_navigator\0x036A9459\png\d1_00000_872x960_bc7.png,872,960,2,6,previews\outgame_navigator\0x036A9459_d1.png,projects\outgame_navigator\0x036A9459\d1\composition.json,
outgame_navigator,0x036A9459,e1,mapped,0x036A9459/e1/00000,packages\outgame_navigator\0x036A9459\png\e1_00000_872x960_bc7.png,872,960,2,6,previews\outgame_navigator\0x036A9459_e1.png,projects\outgame_navigator\0x036A9459\e1\composition.json,
ingame_navigator,0x03CBDC9E,a1,mapped,0x03CBDC9E/a1/00000,packages\ingame_navigator\0x03CBDC9E\png\a1_00000_260x180_bc7.png,260,180,2,10,previews\ingame_navigator\0x03CBDC9E_a1.png,projects\ingame_navigator\0x03CBDC9E\a1\composition.json,
outgame_navigator,0x0544E0E9,a1,mapped,0x0544E0E9/a1/00000,packages\outgame_navigator\0x0544E0E9\png\a1_00000_872x960_bc7.png,872,960,2,36,previews\outgame_navigator\0x0544E0E9_a1.png,projects\outgame_navigator\0x0544E0E9\a1\composition.json,
outgame_navigator,0x0544E0E9,a2,mapped,0x0544E0E9/a2/00000,packages\outgame_navigator\0x0544E0E9\png\a2_00000_872x960_bc7.png,872,960,2,36,previews\outgame_navigator\0x0544E0E9_a2.png,projects\outgame_navigator\0x0544E0E9\a2\composition.json,
outgame_navigator,0x0544E0E9,b1,mapped,0x0544E0E9/b1/00000,packages\outgame_navigator\0x0544E0E9\png\b1_00000_872x960_bc7.png,872,960,2,17,previews\outgame_navigator\0x0544E0E9_b1.png,projects\outgame_navigator\0x0544E0E9\b1\composition.json,
outgame_navigator,0x0544E0E9,b2,mapped,0x0544E0E9/b2/00000,packages\outgame_navigator\0x0544E0E9\png\b2_00000_872x960_bc7.png,872,960,2,17,previews\outgame_navigator\0x0544E0E9_b2.png,projects\outgame_navigator\0x0544E0E9\b2\composition.json,
outgame_navigator,0x0544E0E9,b3,mapped,0x0544E0E9/b3/00000,packages\outgame_navigator\0x0544E0E9\png\b3_00000_872x960_bc7.png,872,960,2,17,previews\outgame_navigator\0x0544E0E9_b3.png,projects\outgame_navigator\0x0544E0E9\b3\composition.json,
outgame_navigator,0x0544E0E9,b4,mapped,0x0544E0E9/b4/00000,packages\outgame_navigator\0x0544E0E9\png\b4_00000_872x960_bc7.png,872,960,2,17,previews\outgame_navigator\0x0544E0E9_b4.png,projects\outgame_navigator\0x0544E0E9\b4\composition.json,
outgame_navigator,0x0544E0E9,c1,mapped,0x0544E0E9/c1/00000,packages\outgame_navigator\0x0544E0E9\png\c1_00000_872x960_bc7.png,872,960,2,35,previews\outgame_navigator\0x0544E0E9_c1.png,projects\outgame_navigator\0x0544E0E9\c1\composition.json,
outgame_navigator,0x0544E0E9,c2,mapped,0x0544E0E9/c2/00000,packages\outgame_navigator\0x0544E0E9\png\c2_00000_872x960_bc7.png,872,960,2,35,previews\outgame_navigator\0x0544E0E9_c2.png,projects\outgame_navigator\0x0544E0E9\c2\composition.json,
outgame_navigator,0x0544E0E9,d1,mapped,0x0544E0E9/d1/00000,packages\outgame_navigator\0x0544E0E9\png\d1_00000_872x960_bc7.png,872,960,2,13,previews\outgame_navigator\0x0544E0E9_d1.png,projects\outgame_navigator\0x0544E0E9\d1\composition.json,
outgame_navigator,0x0544E0E9,e1,mapped,0x0544E0E9/e1/00000,packages\outgame_navigator\0x0544E0E9\png\e1_00000_872x960_bc7.png,872,960,2,4,previews\outgame_navigator\0x0544E0E9_e1.png,projects\outgame_navigator\0x0544E0E9\e1\composition.json,
outgame_navigator,0x0544E0E9,f1,mapped,0x0544E0E9/f1/00000,packages\outgame_navigator\0x0544E0E9\png\f1_00000_872x960_bc7.png,872,960,2,10,previews\outgame_navigator\0x0544E0E9_f1.png,projects\outgame_navigator\0x0544E0E9\f1\composition.json,
combat_portrait,0x05657785,g00,mapped,0x05657785/g00/00001,packages\combat_portrait\0x05657785\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x05657785_g00.png,projects\combat_portrait\0x05657785\g00\composition.json,
outgame_navigator,0x0593882D,a1,mapped,0x0593882D/a1/00000,packages\outgame_navigator\0x0593882D\png\a1_00000_872x960_bc7.png,872,960,2,24,previews\outgame_navigator\0x0593882D_a1.png,projects\outgame_navigator\0x0593882D\a1\composition.json,
outgame_navigator,0x0593882D,a2,mapped,0x0593882D/a2/00000,packages\outgame_navigator\0x0593882D\png\a2_00000_872x960_bc7.png,872,960,2,24,previews\outgame_navigator\0x0593882D_a2.png,projects\outgame_navigator\0x0593882D\a2\composition.json,
outgame_navigator,0x0593882D,b1,mapped,0x0593882D/b1/00000,packages\outgame_navigator\0x0593882D\png\b1_00000_872x960_bc7.png,872,960,2,24,previews\outgame_navigator\0x0593882D_b1.png,projects\outgame_navigator\0x0593882D\b1\composition.json,
outgame_navigator,0x0593882D,b2,mapped,0x0593882D/b2/00000,packages\outgame_navigator\0x0593882D\png\b2_00000_872x960_bc7.png,872,960,2,24,previews\outgame_navigator\0x0593882D_b2.png,projects\outgame_navigator\0x0593882D\b2\composition.json,
outgame_navigator,0x0593882D,b3,mapped,0x0593882D/b3/00000,packages\outgame_navigator\0x0593882D\png\b3_00000_872x960_bc7.png,872,960,2,24,previews\outgame_navigator\0x0593882D_b3.png,projects\outgame_navigator\0x0593882D\b3\composition.json,
outgame_navigator,0x0593882D,c1,mapped,0x0593882D/c1/00000,packages\outgame_navigator\0x0593882D\png\c1_00000_872x960_bc7.png,872,960,2,21,previews\outgame_navigator\0x0593882D_c1.png,projects\outgame_navigator\0x0593882D\c1\composition.json,
outgame_navigator,0x0593882D,c2,mapped,0x0593882D/c2/00000,packages\outgame_navigator\0x0593882D\png\c2_00000_872x960_bc7.png,872,960,2,21,previews\outgame_navigator\0x0593882D_c2.png,projects\outgame_navigator\0x0593882D\c2\composition.json,
outgame_navigator,0x0593882D,d1,mapped,0x0593882D/d1/00000,packages\outgame_navigator\0x0593882D\png\d1_00000_872x960_bc7.png,872,960,2,7,previews\outgame_navigator\0x0593882D_d1.png,projects\outgame_navigator\0x0593882D\d1\composition.json,
outgame_navigator,0x0593882D,e1,mapped,0x0593882D/e1/00000,packages\outgame_navigator\0x0593882D\png\e1_00000_872x960_bc7.png,872,960,2,6,previews\outgame_navigator\0x0593882D_e1.png,projects\outgame_navigator\0x0593882D\e1\composition.json,
outgame_navigator,0x0593882D,e2,mapped,0x0593882D/e2/00000,packages\outgame_navigator\0x0593882D\png\e2_00000_872x960_bc7.png,872,960,2,6,previews\outgame_navigator\0x0593882D_e2.png,projects\outgame_navigator\0x0593882D\e2\composition.json,
outgame_navigator,0x060D23A5,a1,mapped,0x060D23A5/a1/00000,packages\outgame_navigator\0x060D23A5\png\a1_00000_872x960_bc7.png,872,960,2,36,previews\outgame_navigator\0x060D23A5_a1.png,projects\outgame_navigator\0x060D23A5\a1\composition.json,
outgame_navigator,0x060D23A5,a2,mapped,0x060D23A5/a2/00000,packages\outgame_navigator\0x060D23A5\png\a2_00000_872x960_bc7.png,872,960,2,36,previews\outgame_navigator\0x060D23A5_a2.png,projects\outgame_navigator\0x060D23A5\a2\composition.json,
outgame_navigator,0x060D23A5,a3,mapped,0x060D23A5/a3/00000,packages\outgame_navigator\0x060D23A5\png\a3_00000_872x960_bc7.png,872,960,2,36,previews\outgame_navigator\0x060D23A5_a3.png,projects\outgame_navigator\0x060D23A5\a3\composition.json,
outgame_navigator,0x060D23A5,b1,mapped,0x060D23A5/b1/00000,packages\outgame_navigator\0x060D23A5\png\b1_00000_872x960_bc7.png,872,960,2,24,previews\outgame_navigator\0x060D23A5_b1.png,projects\outgame_navigator\0x060D23A5\b1\composition.json,
outgame_navigator,0x060D23A5,b2,mapped,0x060D23A5/b2/00000,packages\outgame_navigator\0x060D23A5\png\b2_00000_872x960_bc7.png,872,960,2,24,previews\outgame_navigator\0x060D23A5_b2.png,projects\outgame_navigator\0x060D23A5\b2\composition.json,
outgame_navigator,0x060D23A5,c1,mapped,0x060D23A5/c1/00000,packages\outgame_navigator\0x060D23A5\png\c1_00000_872x960_bc7.png,872,960,2,18,previews\outgame_navigator\0x060D23A5_c1.png,projects\outgame_navigator\0x060D23A5\c1\composition.json,
outgame_navigator,0x060D23A5,c2,mapped,0x060D23A5/c2/00000,packages\outgame_navigator\0x060D23A5\png\c2_00000_872x960_bc7.png,872,960,2,18,previews\outgame_navigator\0x060D23A5_c2.png,projects\outgame_navigator\0x060D23A5\c2\composition.json,
outgame_navigator,0x060D23A5,c3,mapped,0x060D23A5/c3/00000,packages\outgame_navigator\0x060D23A5\png\c3_00000_872x960_bc7.png,872,960,2,18,previews\outgame_navigator\0x060D23A5_c3.png,projects\outgame_navigator\0x060D23A5\c3\composition.json,
outgame_navigator,0x060D23A5,d1,mapped,0x060D23A5/d1/00000,packages\outgame_navigator\0x060D23A5\png\d1_00000_872x960_bc7.png,872,960,2,18,previews\outgame_navigator\0x060D23A5_d1.png,projects\outgame_navigator\0x060D23A5\d1\composition.json,
outgame_navigator,0x060D23A5,d2,mapped,0x060D23A5/d2/00000,packages\outgame_navigator\0x060D23A5\png\d2_00000_872x960_bc7.png,872,960,2,18,previews\outgame_navigator\0x060D23A5_d2.png,projects\outgame_navigator\0x060D23A5\d2\composition.json,
outgame_navigator,0x060D23A5,d3,mapped,0x060D23A5/d3/00000,packages\outgame_navigator\0x060D23A5\png\d3_00000_872x960_bc7.png,872,960,2,18,previews\outgame_navigator\0x060D23A5_d3.png,projects\outgame_navigator\0x060D23A5\d3\composition.json,
combat_portrait,0x06C1EE18,g00,mapped,0x06C1EE18/g00/00001,packages\combat_portrait\0x06C1EE18\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x06C1EE18_g00.png,projects\combat_portrait\0x06C1EE18\g00\composition.json,
combat_portrait,0x06CF083A,g00,mapped,0x06CF083A/g00/00001,packages\combat_portrait\0x06CF083A\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x06CF083A_g00.png,projects\combat_portrait\0x06CF083A\g00\composition.json,
combat_portrait,0x06FE82AA,g00,mapped,0x06FE82AA/g00/00001,packages\combat_portrait\0x06FE82AA\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x06FE82AA_g00.png,projects\combat_portrait\0x06FE82AA\g00\composition.json,
outgame_navigator,0x07644952,a1,mapped,0x07644952/a1/00000,packages\outgame_navigator\0x07644952\png\a1_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x07644952_a1.png,projects\outgame_navigator\0x07644952\a1\composition.json,
outgame_navigator,0x07644952,a2,mapped,0x07644952/a2/00000,packages\outgame_navigator\0x07644952\png\a2_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x07644952_a2.png,projects\outgame_navigator\0x07644952\a2\composition.json,
outgame_navigator,0x07644952,b1,mapped,0x07644952/b1/00000,packages\outgame_navigator\0x07644952\png\b1_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x07644952_b1.png,projects\outgame_navigator\0x07644952\b1\composition.json,
outgame_navigator,0x07644952,b2,mapped,0x07644952/b2/00000,packages\outgame_navigator\0x07644952\png\b2_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x07644952_b2.png,projects\outgame_navigator\0x07644952\b2\composition.json,
combat_portrait,0x07DFEC81,g00,mapped,0x07DFEC81/g00/00001,packages\combat_portrait\0x07DFEC81\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x07DFEC81_g00.png,projects\combat_portrait\0x07DFEC81\g00\composition.json,
combat_portrait,0x07EB9B09,g00,mapped,0x07EB9B09/g00/00001,packages\combat_portrait\0x07EB9B09\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x07EB9B09_g00.png,projects\combat_portrait\0x07EB9B09\g00\composition.json,
ingame_navigator,0x081E20B7,a1,mapped,0x081E20B7/a1/00000,packages\ingame_navigator\0x081E20B7\png\a1_00000_260x180_bc7.png,260,180,2,12,previews\ingame_navigator\0x081E20B7_a1.png,projects\ingame_navigator\0x081E20B7\a1\composition.json,
outgame_navigator,0x083E3C50,a1,mapped,0x083E3C50/a1/00000,packages\outgame_navigator\0x083E3C50\png\a1_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x083E3C50_a1.png,projects\outgame_navigator\0x083E3C50\a1\composition.json,
outgame_navigator,0x083E3C50,a2,mapped,0x083E3C50/a2/00000,packages\outgame_navigator\0x083E3C50\png\a2_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x083E3C50_a2.png,projects\outgame_navigator\0x083E3C50\a2\composition.json,
outgame_navigator,0x083E3C50,b1,mapped,0x083E3C50/b1/00000,packages\outgame_navigator\0x083E3C50\png\b1_00000_872x960_bc7.png,872,960,2,18,previews\outgame_navigator\0x083E3C50_b1.png,projects\outgame_navigator\0x083E3C50\b1\composition.json,
outgame_navigator,0x083E3C50,b2,mapped,0x083E3C50/b2/00000,packages\outgame_navigator\0x083E3C50\png\b2_00000_872x960_bc7.png,872,960,2,18,previews\outgame_navigator\0x083E3C50_b2.png,projects\outgame_navigator\0x083E3C50\b2\composition.json,
outgame_navigator,0x083E3C50,b3,mapped,0x083E3C50/b3/00000,packages\outgame_navigator\0x083E3C50\png\b3_00000_872x960_bc7.png,872,960,2,18,previews\outgame_navigator\0x083E3C50_b3.png,projects\outgame_navigator\0x083E3C50\b3\composition.json,
combat_portrait,0x0AC461DE,g00,mapped,0x0AC461DE/g00/00001,packages\combat_portrait\0x0AC461DE\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x0AC461DE_g00.png,projects\combat_portrait\0x0AC461DE\g00\composition.json,
combat_portrait,0x0ACA87FC,g00,mapped,0x0ACA87FC/g00/00001,packages\combat_portrait\0x0ACA87FC\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x0ACA87FC_g00.png,projects\combat_portrait\0x0ACA87FC\g00\composition.json,
combat_portrait,0x0ADCA496,g00,mapped,0x0ADCA496/g00/00001,packages\combat_portrait\0x0ADCA496\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x0ADCA496_g00.png,projects\combat_portrait\0x0ADCA496\g00\composition.json,
outgame_navigator,0x0C0E3C6E,a1,mapped,0x0C0E3C6E/a1/00000,packages\outgame_navigator\0x0C0E3C6E\png\a1_00000_872x960_bc7.png,872,960,2,18,previews\outgame_navigator\0x0C0E3C6E_a1.png,projects\outgame_navigator\0x0C0E3C6E\a1\composition.json,
outgame_navigator,0x0C0E3C6E,a2,mapped,0x0C0E3C6E/a2/00000,packages\outgame_navigator\0x0C0E3C6E\png\a2_00000_872x960_bc7.png,872,960,2,18,previews\outgame_navigator\0x0C0E3C6E_a2.png,projects\outgame_navigator\0x0C0E3C6E\a2\composition.json,
outgame_navigator,0x0C0E3C6E,b1,mapped,0x0C0E3C6E/b1/00000,packages\outgame_navigator\0x0C0E3C6E\png\b1_00000_872x960_bc7.png,872,960,2,24,previews\outgame_navigator\0x0C0E3C6E_b1.png,projects\outgame_navigator\0x0C0E3C6E\b1\composition.json,
outgame_navigator,0x0C0E3C6E,b2,mapped,0x0C0E3C6E/b2/00000,packages\outgame_navigator\0x0C0E3C6E\png\b2_00000_872x960_bc7.png,872,960,2,24,previews\outgame_navigator\0x0C0E3C6E_b2.png,projects\outgame_navigator\0x0C0E3C6E\b2\composition.json,
outgame_navigator,0x0C0E3C6E,c1,mapped,0x0C0E3C6E/c1/00000,packages\outgame_navigator\0x0C0E3C6E\png\c1_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x0C0E3C6E_c1.png,projects\outgame_navigator\0x0C0E3C6E\c1\composition.json,
outgame_navigator,0x0C0E3C6E,c2,mapped,0x0C0E3C6E/c2/00000,packages\outgame_navigator\0x0C0E3C6E\png\c2_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x0C0E3C6E_c2.png,projects\outgame_navigator\0x0C0E3C6E\c2\composition.json,
outgame_navigator,0x0C0E3C6E,c3,mapped,0x0C0E3C6E/c3/00000,packages\outgame_navigator\0x0C0E3C6E\png\c3_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x0C0E3C6E_c3.png,projects\outgame_navigator\0x0C0E3C6E\c3\composition.json,
outgame_navigator,0x0C0E3C6E,d1,mapped,0x0C0E3C6E/d1/00000,packages\outgame_navigator\0x0C0E3C6E\png\d1_00000_872x960_bc7.png,872,960,2,12,previews\outgame_navigator\0x0C0E3C6E_d1.png,projects\outgame_navigator\0x0C0E3C6E\d1\composition.json,
outgame_navigator,0x0CF2ACC2,a1,mapped,0x0CF2ACC2/a1/00000,packages\outgame_navigator\0x0CF2ACC2\png\a1_00000_872x960_bc7.png,872,960,2,36,previews\outgame_navigator\0x0CF2ACC2_a1.png,projects\outgame_navigator\0x0CF2ACC2\a1\composition.json,
outgame_navigator,0x0CF2ACC2,a2,mapped,0x0CF2ACC2/a2/00000,packages\outgame_navigator\0x0CF2ACC2\png\a2_00000_872x960_bc7.png,872,960,2,36,previews\outgame_navigator\0x0CF2ACC2_a2.png,projects\outgame_navigator\0x0CF2ACC2\a2\composition.json,
outgame_navigator,0x0CF2ACC2,b1,mapped,0x0CF2ACC2/b1/00000,packages\outgame_navigator\0x0CF2ACC2\png\b1_00000_872x960_bc7.png,872,960,2,17,previews\outgame_navigator\0x0CF2ACC2_b1.png,projects\outgame_navigator\0x0CF2ACC2\b1\composition.json,
outgame_navigator,0x0CF2ACC2,b2,mapped,0x0CF2ACC2/b2/00000,packages\outgame_navigator\0x0CF2ACC2\png\b2_00000_872x960_bc7.png,872,960,2,17,previews\outgame_navigator\0x0CF2ACC2_b2.png,projects\outgame_navigator\0x0CF2ACC2\b2\composition.json,
outgame_navigator,0x0CF2ACC2,b3,mapped,0x0CF2ACC2/b3/00000,packages\outgame_navigator\0x0CF2ACC2\png\b3_00000_872x960_bc7.png,872,960,2,17,previews\outgame_navigator\0x0CF2ACC2_b3.png,projects\outgame_navigator\0x0CF2ACC2\b3\composition.json,
outgame_navigator,0x0CF2ACC2,b4,mapped,0x0CF2ACC2/b4/00000,packages\outgame_navigator\0x0CF2ACC2\png\b4_00000_872x960_bc7.png,872,960,2,17,previews\outgame_navigator\0x0CF2ACC2_b4.png,projects\outgame_navigator\0x0CF2ACC2\b4\composition.json,
outgame_navigator,0x0CF2ACC2,c1,mapped,0x0CF2ACC2/c1/00000,packages\outgame_navigator\0x0CF2ACC2\png\c1_00000_872x960_bc7.png,872,960,2,35,previews\outgame_navigator\0x0CF2ACC2_c1.png,projects\outgame_navigator\0x0CF2ACC2\c1\composition.json,
outgame_navigator,0x0CF2ACC2,c2,mapped,0x0CF2ACC2/c2/00000,packages\outgame_navigator\0x0CF2ACC2\png\c2_00000_872x960_bc7.png,872,960,2,35,previews\outgame_navigator\0x0CF2ACC2_c2.png,projects\outgame_navigator\0x0CF2ACC2\c2\composition.json,
outgame_navigator,0x0CF2ACC2,d1,mapped,0x0CF2ACC2/d1/00000,packages\outgame_navigator\0x0CF2ACC2\png\d1_00000_872x960_bc7.png,872,960,2,13,previews\outgame_navigator\0x0CF2ACC2_d1.png,projects\outgame_navigator\0x0CF2ACC2\d1\composition.json,
outgame_navigator,0x0CF2ACC2,e1,mapped,0x0CF2ACC2/e1/00000,packages\outgame_navigator\0x0CF2ACC2\png\e1_00000_872x960_bc7.png,872,960,2,4,previews\outgame_navigator\0x0CF2ACC2_e1.png,projects\outgame_navigator\0x0CF2ACC2\e1\composition.json,
outgame_navigator,0x0CF2ACC2,f1,mapped,0x0CF2ACC2/f1/00000,packages\outgame_navigator\0x0CF2ACC2\png\f1_00000_872x960_bc7.png,872,960,2,10,previews\outgame_navigator\0x0CF2ACC2_f1.png,projects\outgame_navigator\0x0CF2ACC2\f1\composition.json,
combat_portrait,0x0D830B14,g00,mapped,0x0D830B14/g00/00001,packages\combat_portrait\0x0D830B14\png\g00_00001_572x572_bc7.png,572,572,1,2,previews\combat_portrait\0x0D830B14_g00.png,projects\combat_portrait\0x0D830B14\g00\composition.json,
